UID,state,body represents - muni,Body Name,state,electoral.district,office.name,official.name,address,phone,website,email,facebook,twitter,OCDID
CIe00287,IL,Chicago,Chicago Council,IL,Chicago City Council District 11,Alderman Ward 11,Patrick D. Thompson,"121 N. LaSalle St. Room 300 Chicago, IL 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/11.html,ward11@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:11
CIe00288,IL,Chicago,Chicago Council,IL,Chicago City Council District 12,Alderman Ward 12,George A. Cardenas,"121 N. LaSalle Street Chicago, Illinois 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/12.html,ward12@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:12
CIe00289,IL,Chicago,Chicago Council,IL,Chicago City Council District 13,Alderman Ward 13,Marty Quinn,"121 N. LaSalle St. Room 300 Chicago, IL 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/13.html,ward13@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:13
CIe00290,IL,Chicago,Chicago Council,IL,Chicago City Council District 14,Alderman Ward 14,Edward M. Burke,"121 N. La Salle Room 302 Chicago, IL 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/14.html,ward14@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:14
CIe00291,IL,Chicago,Chicago Council,IL,Chicago City Council District 15,Alderman Ward 15,Raymond A. Lopez,2736 W 47th St Chicago IL 60632,312.744.5000,http://www.cityofchicago.org/city/en/about/wards/15.html,ward15@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:15
CIe00292,IL,Chicago,Chicago Council,IL,Chicago City Council District 16,Alderman Ward 16,Toni L. Foulkes,"121 N. LaSalle Street Chicago, Illinois 60602",773.863.0220,http://www.cityofchicago.org/city/en/about/wards/16.html,ward16@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:16
CIe00293,IL,Chicago,Chicago Council,IL,Chicago City Council District 17,Alderman Ward 17,David Moore,"121 N. LaSalle St. Room 300 Chicago, IL 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/17.html,ward17@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:17
CIe00294,IL,Chicago,Chicago Council,IL,Chicago City Council District 18,Alderman Ward 18,Derrick G. Curtis,"121 N. LaSalle Street Chicago, Illinois 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/18.html,ward18@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:18
CIe00295,IL,Chicago,Chicago Council,IL,Chicago City Council District 19,Alderman Ward 19,Matthew O'Shea,"121 N. LaSalle Street Chicago, Illinois 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/19.html,ward19@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:19
CIe00297,IL,Chicago,Chicago Council,IL,Chicago City Council District 20,Alderman Ward 20,Willie B. Cochran,"121 N. LaSalle Street Chicago, Illinois 60602",773.955.5610,http://www.cityofchicago.org/city/en/about/wards/20.html,ward20@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:20
CIe00298,IL,Chicago,Chicago Council,IL,Chicago City Council District 21,Alderman Ward 21,Howard Brookins Jr.,"121 N. LaSalle Street Chicago, Illinois 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/21.html,ward21@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:21
CIe00299,IL,Chicago,Chicago Council,IL,Chicago City Council District 22,Alderman Ward 22,Ricardo Munoz,"121 N. LaSalle Street Chicago, Illinois 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/22.html,ward22@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:22
CIe00300,IL,Chicago,Chicago Council,IL,Chicago City Council District 23,Alderman Ward 23,Michael R. Zalewski,"121 N. LaSalle Street Chicago, Illinois 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/23.html,ward23@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:23
CIe00301,IL,Chicago,Chicago Council,IL,Chicago City Council District 24,Alderman Ward 24,Michael Scott Jr.,"121 N. Lasalle St. Room 200 Chicago, IL 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/24.html,ward24@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:24
CIe00302,IL,Chicago,Chicago Council,IL,Chicago City Council District 25,Alderman Ward 25,Daniel S. Solis,"121 N. LaSalle Street Chicago, Illinois 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/25.html,ward25@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:25
CIe00303,IL,Chicago,Chicago Council,IL,Chicago City Council District 26,Alderman Ward 26,Roberto Maldonado,"121 N. LaSalle Street Chicago, Illinois 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/26.html,ward26@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:26
CIe00304,IL,Chicago,Chicago Council,IL,Chicago City Council District 27,Alderman Ward 27,"Walter Burnett, Jr.","121 N. La Salle Room 300 Chicago, IL 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/27.html,ward27@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:27
CIe00305,IL,Chicago,Chicago Council,IL,Chicago City Council District 28,Alderman Ward 28,Jason Ervin,"121 N. LaSalle Street Chicago, Illinois 60602",312.744.5000,http://www.cityofchicago.org/content/city/en/about/wards/28.html,ward28@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:28
CIe00306,IL,Chicago,Chicago Council,IL,Chicago City Council District 29,Alderman Ward 29,Christopher Taliaferro,"121 N. LaSalle Street Chicago, Illinois 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/29.html,Ward29@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:29
CIe00308,IL,Chicago,Chicago Council,IL,Chicago City Council District 30,Alderman Ward 30,Ariel E. Reboyras,"121 N. LaSalle Street Chicago, Illinois 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/30.html,ward30@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:30
CIe00309,IL,Chicago,Chicago Council,IL,Chicago City Council District 31,Alderman Ward 31,Milly Santiago,"121 N. LaSalle St. Room 300 Chicago, IL 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/31.html,ward31@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:31
CIe00310,IL,Chicago,Chicago Council,IL,Chicago City Council District 32,Alderman Ward 32,Scott Waguespack,"121 N. LaSalle Street Chicago, Illinois 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/32.html,info@ward32.org,,,ocd-division/country:us/state:il/place:chicago/ward:32
CIe00311,IL,Chicago,Chicago Council,IL,Chicago City Council District 33,Alderman Ward 33,Deborah Mell,"121 N. LaSalle Street Chicago, Illinois 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/33.html,info@33rdward.org,,,ocd-division/country:us/state:il/place:chicago/ward:33
CIe00312,IL,Chicago,Chicago Council,IL,Chicago City Council District 34,Alderman Ward 34,Carrie M. Austin,"121 N. Lasalle St. Room 200 Chicago, IL 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/34.html,ward34@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:34
CIe00313,IL,Chicago,Chicago Council,IL,Chicago City Council District 35,Alderman Ward 35,Carlos Ramirez-Rosa,"121 N. LaSalle St. Room 200 Chicago, IL 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/35.html,ward35@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:35
CIe00314,IL,Chicago,Chicago Council,IL,Chicago City Council District 36,Alderman Ward 36,Gilbert Villegas,"121 N. LaSalle Street Chicago, Illinois 60602",773.745.4636,http://www.cityofchicago.org/city/en/about/wards/36.html,ward36@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:36
CIe00315,IL,Chicago,Chicago Council,IL,Chicago City Council District 37,Alderman Ward 37,Emma Mitts,"121 N. LaSalle Street Chicago, Illinois 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/37.html,ward37@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:37
CIe00316,IL,Chicago,Chicago Council,IL,Chicago City Council District 38,Alderman Ward 38,Nicholas Sposato,"121 N. LaSalle Street Chicago, Illinois 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/38.html,info@aldermansposato.com,,,ocd-division/country:us/state:il/place:chicago/ward:38
CIe00317,IL,Chicago,Chicago Council,IL,Chicago City Council District 39,Alderman Ward 39,Margaret Laurino,"121 N. LaSalle Street Chicago, Illinois 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/39.html,ward39@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:39
CIe00319,IL,Chicago,Chicago Council,IL,Chicago City Council District 40,Alderman Ward 40,Patrick J. O'Connor,"121 N. LaSalle Street Chicago, Illinois 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/40.html,ward40@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:40
CIe00320,IL,Chicago,Chicago Council,IL,Chicago City Council District 41,Alderman Ward 41,Anthony V. Napolitano,"121 N. La Salle Room 300 Chicago, IL 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/41.html,ward41@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:41
CIe00321,IL,Chicago,Chicago Council,IL,Chicago City Council District 42,Alderman Ward 42,Brendan Reilly,"121 N. LaSalle Street Chicago, Illinois 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/42.html,ward42@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:42
CIe00322,IL,Chicago,Chicago Council,IL,Chicago City Council District 43,Alderman Ward 43,Michele Smith,"121 N. LaSalle Street Chicago, Illinois 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/43.html,Yourvoice@ward43.org,,,ocd-division/country:us/state:il/place:chicago/ward:43
CIe00323,IL,Chicago,Chicago Council,IL,Chicago City Council District 44,Alderman Ward 44,Thomas M. Tunney,"121 N. LaSalle Street Chicago, Illinois 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/44.html,ward44@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:44
CIe00324,IL,Chicago,Chicago Council,IL,Chicago City Council District 45,Alderman Ward 45,John Arena,"121 N. La Salle Room 300 Chicago, IL 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/45.html,ward45@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:45
CIe00325,IL,Chicago,Chicago Council,IL,Chicago City Council District 46,Alderman Ward 46,James Cappleman,"121 N. La Salle Room 200 Chicago, IL 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/46.html,ward46@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:46
CIe00326,IL,Chicago,Chicago Council,IL,Chicago City Council District 47,Alderman Ward 47,Ameya Pawar,"121 N. LaSalle Street Chicago, Illinois 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/47.html,ward47@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:47
CIe00327,IL,Chicago,Chicago Council,IL,Chicago City Council District 48,Alderman Ward 48,Harry Osterman,"121 N. La Salle St. Room 300 Chicago, IL 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/48.html,ward48@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:48
CIe00328,IL,Chicago,Chicago Council,IL,Chicago City Council District 49,Alderman Ward 49,Joseph Moore,"121 N. Lasalle St. Room 200Chicago, IL 60601",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/49.html,ward49@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:49
CIe00330,IL,Chicago,Chicago Council,IL,Chicago City Council District 50,Alderman Ward 50,Debra Silverstein,"121 N. La Salle Room 300 Chicago, IL 60602",312.744.5000,http://www.cityofchicago.org/city/en/about/wards/50.html,ward50@cityofchicago.org,,,ocd-division/country:us/state:il/place:chicago/ward:50
CIe00282,IL,Chicago,Chicago Elected Officials,IL,Chicago,Mayor,Rahm Emanuel,"121 N LaSalle Street Chicago City Hall 4th Floor Chicago, IL 60602 ",,http://www.cityofchicago.org/city/en/depts/mayor.html,,,,ocd-division/country:us/state:il/place:chicago
